705,347,OVER,214.0,-110,,
706,347,UNDER,214.0,-110,,
707,348,HOME,,-850,,
708,348,AWAY,,575,,
709,349,HOME,-13.5,-110,,
710,349,AWAY,13.5,-110,,
711,350,OVER,225.5,-110,,
712,350,UNDER,225.5,-110,,
713,351,HOME,,-180,,
714,351,AWAY,,150,,
715,352,HOME,-4.5,-110,,
716,352,AWAY,4.5,-110,,
717,353,OVER,231.0,-110,,
718,353,UNDER,231.0,-110,,
719,354,HOME,,-155,,
720,354,AWAY,,130,,
721,355,HOME,-3.0,-112,,
722,355,AWAY,3.0,-108,,
723,356,OVER,230.0,-110,,
724,356,UNDER,230.0,-110,,
725,357,AWAY,,270,,
726,357,HOME,,-340,,
727,358,AWAY,7.5,-108,,
728,358,HOME,-7.5,-112,,
729,359,OVER,225.5,-112,,
730,359,UNDER,225.5,-108,,
731,360,AWAY,,280,,
732,360,HOME,,-355,,
733,361,AWAY,8.5,-110,,
734,361,HOME,-8.5,-110,,
735,362,OVER,218.5,-108,,
736,362,UNDER,218.5,-112,,
737,363,HOME,,-180,,
738,363,AWAY,,150,,
739,364,HOME,-4.0,-110,,
740,364,AWAY,4.0,-110,,
741,365,OVER,218.5,-110,,
742,365,UNDER,218.5,-110,,
743,366,HOME,,-800,,
744,366,AWAY,,550,,
745,367,HOME,-12.0,-108,,
746,367,AWAY,12.0,-112,,
747,368,OVER,221.5,-110,,
748,368,UNDER,221.5,-110,,
749,369,HOME,,-355,,
750,369,AWAY,,280,,
751,370,HOME,-8.0,-110,,
752,370,AWAY,8.0,-110,,
753,371,OVER,221.5,-110,,
754,371,UNDER,221.5,-110,,
755,369,HOME,,-8500,,
756,369,AWAY,,2000,,
757,370,HOME,-15.5,-105,,
758,370,AWAY,15.5,-125,,
759,371,OVER,231.5,-115,,
760,371,UNDER,231.5,-115,,
761,372,HOME,,-265,,
762,372,AWAY,,215,,
763,373,HOME,-6.5,-108,,
764,373,AWAY,6.5,-112,,
765,374,OVER,221.5,-108,,
766,374,UNDER,221.5,-112,,
767,375,HOME,,-148,,
768,375,AWAY,,124,,
769,376,HOME,-3.0,-108,,
770,376,AWAY,3.0,-112,,
771,377,OVER,238.0,-110,,
772,377,UNDER,238.0,-110,,
773,378,AWAY,,600,,
774,378,HOME,,-900,,
775,379,AWAY,12.5,-110,,
776,379,HOME,-12.5,-110,,
777,380,OVER,224.0,-112,,
778,380,UNDER,224.0,-108,,
779,381,HOME,,145,,
780,381,AWAY,,-175,,
781,382,HOME,4.5,-110,,
782,382,AWAY,-4.5,-110,,
783,383,OVER,220.5,-110,,
784,383,UNDER,220.5,-110,,
785,384,AWAY,,-166,,
786,384,HOME,,140,,
787,385,AWAY,-3.5,-110,,
788,385,HOME,3.5,-110,,
789,386,OVER,229.5,-110,,
790,386,UNDER,229.5,-110,,
791,387,HOME,,130,,
792,387,AWAY,,-155,,
793,388,HOME,3.0,-110,,
794,388,AWAY,-3.0,-110,,
795,389,OVER,227.0,-110,,
796,389,UNDER,227.0,-110,,
797,390,HOME,,-375,,
798,390,AWAY,,295,,
799,391,HOME,-8.5,-115,,
800,391,AWAY,8.5,-105,,
801,392,OVER,219.0,-110,,
802,392,UNDER,219.0,-110,,
803,393,AWAY,,130,,
804,393,HOME,,-155,,
805,394,AWAY,3.0,-110,,
806,394,HOME,-3.0,-110,,
807,395,OVER,221.5,-110,,
808,395,UNDER,221.5,-110,,
809,396,AWAY,,280,,
810,396,HOME,,-355,,
811,397,AWAY,8.0,-110,,
812,397,HOME,-8.0,-110,,
813,398,OVER,217.0,-110,,
814,398,UNDER,217.0,-110,,
815,399,AWAY,,260,,
816,399,HOME,,-325,,
817,400,AWAY,7.5,-110,,
818,400,HOME,-7.5,-110,,
819,401,OVER,227.5,-110,,
820,401,UNDER,227.5,-110,,
821,402,AWAY,,185,,
822,402,HOME,,-225,,
823,403,AWAY,5.5,-110,,
824,403,HOME,-5.5,-110,,
825,404,OVER,232.0,-110,,
826,404,UNDER,232.0,-110,,
827,405,HOME,,-142,,
828,405,AWAY,,120,,
829,406,HOME,-2.5,-110,,
830,406,AWAY,2.5,-110,,
831,407,OVER,228.5,-110,,
832,407,UNDER,228.5,-110,,
833,408,AWAY,,-130,,
834,408,HOME,,110,,
835,409,AWAY,-2.0,-110,,
836,409,HOME,2.0,-110,,
837,410,OVER,224.5,-110,,
838,410,UNDER,224.5,-110,,
839,411,HOME,,-800,,
840,411,AWAY,,550,,
841,412,HOME,-10.5,-110,,
842,412,AWAY,10.5,-110,,
843,413,OVER,233.5,-110,,
844,413,UNDER,233.5,-110,,
845,411,HOME,,-6500,,
846,411,AWAY,,1800,,
847,412,HOME,-10.5,-135,,
